"id","text","link"
256,"[code:]java[:code]import java.awt.Component;
import java.awt.Container;
import java.util.logging.Logger;

/**
 * Класс отключает и включает все компоненты в контейнере
 * <p>
 * @author ezhov_da
 */
public class ComponentEnable
{
    private static final Logger LOG = Logger.getLogger(ComponentEnable.class.getName());

    public static void setRecursiveEnable(Container container, boolean enabled)
    {
        for (Component component : container.getComponents())
        {
            if (component instanceof Container)
            {
                setRecursiveEnable((Container) component, enabled);
            }
            component.setEnabled(enabled);
        }
    }
}
[/code]",""
258,"<p>Сначала нужно получить proxy, потом ставить либо пользователя proxy, либо проверять на не null системный и ставить его.</p>

<p>System.setProperty(""http.proxyHost"", textFieldHost.getText());</p>
<p>System.setProperty(""http.proxyPort"", textFieldPort.getText());</p>
<p>System.setProperty(""http.proxyUser"", ""ezhov_da"");</p>
<p>System.setProperty(""http.proxyPassword"", """");</p>",""
257,"[code:]java[:code]   class MouseMoveWindowListener extends MouseAdapter
{

    private Point diffOnScreen;
    private Component component;

    public MouseMoveWindowListener(Component component)
    {
        this.component = component;
    }

    @Override
    public void mousePressed(MouseEvent e)
    {
        Point pressedPointLocationOnScreen = e.getLocationOnScreen();
        int x = pressedPointLocationOnScreen.x - component.getLocationOnScreen().x;
        int y = pressedPointLocationOnScreen.y - component.getLocationOnScreen().y;
        diffOnScreen = new Point(x, y);
    }

    @Override
    public void mouseDragged(MouseEvent e)
    {
        Point nowMouseLocation = e.getLocationOnScreen();
        component.setLocation(
                nowMouseLocation.x - diffOnScreen.x,
                nowMouseLocation.y - diffOnScreen.y);
    }
}[/code]",""
279,"<pre>
Иногда возникает необходимость очистки кеша иконок, например когда на ярлыке вместо нужной иконки отображается стандартная иконка приложения.
Кеш иконок хранится в файле C:\Users\[Пользователь]\AppData\Local\IconCache.db. 
Его необходимо удалить и перезагрузить систему. 
Однако есть способ, позволяющий обойтись без перезагрузки:

Необходимо закрыть процесс Explorer.exe, отвечающий за оболочку рабочего стола: 
- открываем меню Пуск, зажимаем Ctrl+Shift, нажимаем правой клавишей мыши в свободном пространстве меню Пуск, в появившемся контекстном меню выбираем «Выход из Проводника».
- Запускаем Диспетчер задач нажатием Ctrl+Shift+Esc.
- Выбираем Файл -> Новая задача -> cmd.exe -> Ok.
- Поочередно вводим команды в появившееся окно:
- cd /d %userprofile%\AppData\Local
- del /a s IconCache.db
- explorer.exe
</pre>","http://www.avkuzmin.ru/2011/01/%D1%83%D0%B4%D0%B0%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BA%D0%B5%D1%88%D0%B0-%D0%B8%D0%BA%D0%BE%D0%BD%D0%BE%D0%BA-%D0%B2-windows-7-%D0%B8-windows-vista.html"
309,"[code:]java[:code]package ru.ezhov.test.noui;

import java.util.logging.Logger;

/**
 *
 * @author ezhov_da
 */
public class WordEnds
{
    private static final Logger LOG = Logger.getLogger(WordEnds.class.getName());

    public static void main(String[] args)
    {
        String text = ""%s - %s - %s"";

        for (int number = 0; number < 15; number++)
        {
            System.out.println(
                    String.format(text,
                            getName(number, ""остался"", ""осталось"", ""осталось""),
                            number,
                            getName(number, ""пользователь"", ""пользователя"", ""пользователей""))
            );
        }

        for (int number = 0; number < 15; number++)
        {
            System.out.println(
                    String.format(text,
                            getName(number, ""остался"", ""осталось"", ""осталось""),
                            number,
                            getName(number, ""год"", ""года"", ""лет""))
            );
        }

        for (int number = 0; number < 15; number++)
        {
            System.out.println(
                    String.format(text,
                            getName(number, ""остался"", ""осталось"", ""осталось""),
                            number,
                            getName(number, ""символ"", ""символа"", ""символов""))
            );
        }
    }

    public static String getName(int count, String firststr, String secondstr, String thirdstr)
    {
        int ost = count % 100;
        if (ost > 9 && ost < 20)
        {
            return thirdstr;
        } else
        {
            ost = ost % 10;
            if (ost == 1)
            {
                return firststr;
            } else if (ost > 1 && ost < 5)
            {
                return secondstr;
            } else
            {
                return thirdstr;
            }
        }
    }
}


[/code]",""
310,"[code:]vba[:code]
Public Sub generate()
    Dim collectionMonth As New Collection
    Set collectionMonth = monthGenerator(12, ""mmmm yyyy"")
    For i = 1 To collectionMonth.count
        Debug.Print collectionMonth.Item(i)
    Next i
End Sub


Public Function monthGenerator(countMonthFuture As Integer, frmtDateOut As String) As Collection
    Dim collectionMonth As New Collection

    Dim textMonth As String
    
    Dim monthNum As Integer
    monthNum = month(Now)
    Dim yearNum As Integer
    yearNum = year(Now)
    
    Dim counter As Integer
    
    Dim dateNow As Date
    
    dateNow = CDate(""01."" & CStr(monthNum) & ""."" & CStr(yearNum))
    
    Dim dateCurrent As Date
    dateCurrent = dateNow
    For counter = 0 To countMonthFuture
        textMonth = Format(dateCurrent, frmtDateOut)
        dateCurrent = dateCurrent + 31
        collectionMonth.Add CStr(textMonth)
    Next counter
    Set monthGenerator = collectionMonth
End Function
[/code]",""
311,"[code:]VBA[:code]
Int ((6 - 1 + 1) * Rnd + 1)
Result: random number between 1 and 6

Int ((200 - 150 + 1) * Rnd + 150)
Result: random number between 150 and 200

Int ((999 - 100 + 1) * Rnd + 100)
Result: random number between 100 and 999

For example:

Dim LRandomNumber As Integer

LRandomNumber = Int ((300 - 200 + 1) * Rnd + 200)
[/code]","https://www.techonthenet.com/excel/formulas/rnd.php"
312,"[code:]VBA[:code]
Option Explicit


Sub load()

    Dim ADO
    Dim connectString As String
    Dim zapros As String

    Set ADO = CreateObject(""ADODB.Connection"")
    connectString = ""Provider=SQLOLEDB.1;Integrated Security=SSPI;Persist Security Info=False;Initial Catalog=OTZ;Data Source=OTZ-PROD1""
    ADO.ConnectionTimeout = 0
    ADO.CommandTimeout = 0
    ADO.Open connectString
    
    zapros = ""delete from OTZ.dbo.T_E_test_MX""
    ADO.execute zapros
    ActiveWorkbook.Sheets(""МХ"").Activate
                    
                    
    Dim i
    i = 2
    Do While Cells(i, 1) <> """"
      
        zapros = ""insert into dbo.T_E_test_MX(RC, typee, MXDZ) values('"" & """" & ""', '"" & """" & ""', "" & """" & "") ""
        Debug.Print zapros
        
        ADO.execute zapros
        
        i = i + 1
    Loop
        
        Debug.Print ""FINISH""
        
End Sub
[/code]",""
365,"[code:]vb[:code]Public Sub testFormula()

'0 - строка с которой начинается пункт
'1 - строка на которой заканчивается пункт
'2 - столбец для формулы
Dim arr
arr = Array(Array(3, 11, 263), Array(13, 27, 264), _
            Array(29, 41, 265), Array(43, 47, 266), _
            Array(49, 54, 267), Array(56, 71, 268), _
            Array(73, 88, 269), Array(90, 94, 270), _
            Array(96, 103, 271), Array(105, 124, 272), _
            Array(119, 124, 273), Array(126, 137, 274), _
            Array(139, 147, 275), Array(149, 156, 276), _
            Array(158, 165, 277), Array(167, 174, 278), _
            Array(176, 186, 279), Array(188, 195, 280), _
            Array(197, 205, 281), Array(207, 212, 282), _
            Array(214, 222, 283), Array(224, 232, 284), _
            Array(234, 242, 285), Array(244, 251, 286), _
            Array(253, 260, 287) _
)

Dim firstColumn As String: firstColumn = ""D""
Dim secondColumn As String: secondColumn = ""C""
Dim resultColumn As Integer: resultColumn = 3

Dim resultRowSumFromAllCells As Integer: resultRowSumFromAllCells = 289

'""=((D4*C4+D5*C5+D6*C6+D7*C7+D8*C8)*100)/2*(СУММ(D4:D8))/100""

Dim globalSumColumn As String: globalSumColumn = """"
Dim globalSumSum As String: globalSumColumn = """"

Dim i
For i = LBound(arr) To UBound(arr)
    Dim arrRow: arrRow = arr(i)
    Dim startRow As Integer: startRow = arrRow(0)
    Dim endRow As Integer: endRow = arrRow(1)
    Dim resultRow As Integer: resultRow = arrRow(2)
    
    Dim stringPreResultFormula  As String: stringPreResultFormula = """"

    For counterFormulaRow = startRow To endRow
        stringPreResultFormula = _
            stringPreResultFormula & _
            firstColumn & _
            CStr(counterFormulaRow) & _
            ""*"" & _
            secondColumn & _
            CStr(counterFormulaRow) & _
            ""+""
    Next counterFormulaRow
    Debug.Print stringPreResultFormula
    
    globalSumColumn = globalSumColumn & stringPreResultFormula
    
    stringPreResultFormula = Left(stringPreResultFormula, Len(stringPreResultFormula) - 1)
    Debug.Print stringPreResultFormula
    
    Dim finalFormula As String
    Dim sumData As String: sumData = ""SUM(D"" & startRow & "":D"" & endRow & "")""
    
    globalSumSum = globalSumSum & sumData & ""+""
    
    finalFormula = ""=(("" & stringPreResultFormula & "")*100)/2*("" & sumData & "")/100""
    Debug.Print finalFormula
    
    Cells(resultRow, resultColumn).Formula = finalFormula
Next i

globalSumColumn = Left(globalSumColumn, Len(globalSumColumn) - 1)
globalSumSum = Left(globalSumSum, Len(globalSumSum) - 1)

Dim formulaResultRow As String
formulaResultRow = ""=(("" & globalSumColumn & "")*100)/2*("" & globalSumSum & "")/100""
Debug.Print formulaResultRow

Cells(resultRowSumFromAllCells, resultColumn).Formula = formulaResultRow

End Sub
[/code]",""
387,"[code:]sql[:code]select 
         cast(252 as decimal(18,6)) as one
        ,cast(9602250000.000000 as decimal(18,6)) as two
        ,td_sysfnlib.least(one, two) as resultLeastOne
        ,td_sysfnlib.least(cast(252 as decimal(18,6)), cast(9602250000.000000 as decimal(18,6))) as resultLeastTwo
        ,td_sysfnlib.least(252, 9602250000.000000) as resultLeastThree
[/code]",""
388,"[code:]xml[:code]
&lt;plugin&gt;
	&lt;artifactId&gt;maven-antrun-plugin&lt;/artifactId&gt;
	&lt;version&gt;1.8&lt;/version&gt;
	&lt;executions&gt;
		&lt;execution&gt;
			&lt;id&gt;copy-write-cmd&lt;/id&gt;
			&lt;phase&gt;package&lt;/phase&gt;
			&lt;configuration&gt;
				&lt;target&gt;
					
					&lt;!--===========================================================
					СОБИРАЕМ ПРОЕКТ В АРХИВ ДЛЯ РАЗВЕРТЫВАНИЯ НА СЕРВЕРЕ ПРИЛОЖЕНИЙ
					============================================================--&gt;
					
					&lt;!-- Создаем файл с версией--&gt;
					&lt;echo file='${project.build.directory}/${folder.application.dist}/${version.file}' append='true'&gt;
					&lt;![CDATA[
					${app.const.version.file}=${project.version}
					]]&gt;
					&lt;/echo&gt;      

					&lt;!--Создаем bat для запуска--&gt;
					&lt;echo file='${project.build.directory}/${folder.application.dist}/run.bat' append='true'&gt;
					&lt;![CDATA[
					cd /d %~dp0 &amp;&amp; start 'run' '%JAVA_HOME%\bin\javaw' -jar -Xmx768m '%~dp0\${full.name.jar.without.version}' rem home
					]]&gt;
					&lt;/echo&gt;                                         
					
					&lt;!--Копируем jar файл в директорию для сборки--&gt;
					&lt;copy file='${project.build.directory}/${full.name.jar.with.version}' 
						  tofile='${project.build.directory}/${folder.application.dist}/${full.name.jar.without.version}'/&gt;

					&lt;!--пакуем в архив--&gt;
					&lt;zip destfile='${project.build.directory}/${folder.application.dist}/${name.zip}' 
						 basedir='${project.build.directory}/${folder.application.dist}'/&gt;
				&lt;/target&gt;
			&lt;/configuration&gt;
			&lt;goals&gt;
				&lt;goal&gt;run&lt;/goal&gt;
			&lt;/goals&gt;
		&lt;/execution&gt;                                                       
	&lt;/executions&gt;
&lt;/plugin&gt;   
[/code]",""
280,"[code:]sql[:code]use ____________________________________
go

-- execute OTZ.dbo.prc_refresh_T_RC_WHS_LNK

create ____________________________________ as
begin
------------------------------------------------------------------------
--&gt; автор			: ____________________________________
--&gt; дата создания	: ____________________________________
--&gt; описание		: ____________________________________
------------------------------------------------------------------------
--ЛОГИРОВАНИЕ-----------------------------------------------------------
	DECLARE @TEXT_LOG		VARCHAR(max)	--переменная, которая будет содержать текст описания
			,@COUNTER_STEP	INT	= 0			--счетчик шагов
			,@USERNAME_NOW	varchar(50)	 = '_______________________'	--имя пользователя
			,@PRC_NAME_NOW	varchar(100) = '_______________________'	--имя процедуры
------------------------------------------------------------------------
begin try
begin tran
--ЛОГИРОВАНИЕ-----------------------------------------------------------
/*
 * очень важен порядок присвоения переменных, 
 * так как @@ROWCOUNT в обратном порядке работает некорректно
 */
set @TEXT_LOG = '____________________________________'
set @COUNTER_STEP = @COUNTER_STEP + 1
exec OTZ.dbo.prc_E_log 
	 @USERNAME	= @USERNAME_NOW
	,@PRC_NAME	= @PRC_NAME_NOW
	,@RUN_ID	= 1
	,@STEP		= @COUNTER_STEP
	,@COMMENT	= @TEXT_LOG
	,@LEVEL		= 0
	,@PARENT	= 0
------------------------------------------------------------------------
| К
|  О
|   Д
|
|     Д
|       Л
|         Я
|
|           В  
|             С
|               Т
|                 А
|                   В
|                     К 
|                       И
--ЛОГИРОВАНИЕ-----------------------------------------------------------
/*
 * очень важен порядок присвоения переменных, 
 * так как @@ROWCOUNT в обратном порядке работает некорректно
 */
set @TEXT_LOG = '____________________________________' + cast(@@ROWCOUNT as varchar(10))
set @COUNTER_STEP = @COUNTER_STEP + 1
exec OTZ.dbo.prc_E_log 
	 @USERNAME	= @USERNAME_NOW
	,@PRC_NAME	= @PRC_NAME_NOW
	,@RUN_ID	= 1
	,@STEP		= @COUNTER_STEP
	,@COMMENT	= @TEXT_LOG
	,@LEVEL		= 0
	,@PARENT	= 0
------------------------------------------------------------------------

			commit tran
		end try
		begin catch
			rollback tran
	
			SET @TEXT_LOG = concat
			(
				 '&lt;error&gt;'
				,char(10)
				,'&lt;numError&gt;'
				,'номер ошибки: '
				,CAST(ERROR_NUMBER() as varchar(20))
				,'&lt;/numError&gt;'
				,char(10)
				,'&lt;severity&gt;'
				,'степень серьезности ошибки: ' 
				,CAST(ERROR_SEVERITY() as varchar(20))
				,'&lt;/severity&gt;'
				,char(10)
				,'&lt;code&gt;'
				,'код состояния ошибки: '
				,CAST(ERROR_STATE() as varchar(20))
				,'&lt;/code&gt;'
				,char(10)
				,'&lt;nameProc&gt;'
				,'имя хранимой процедуры: '
				,CAST(ERROR_PROCEDURE() as varchar(300))
				,'&lt;/nameProc&gt;'
				,char(10)
				,'&lt;numRow&gt;'
				,'номер строки, которая вызвала ошибку: '
				,CAST(ERROR_LINE() as varchar(20))
				,'&lt;/numRow&gt;'
				,char(10)
				,'&lt;fullText&gt;'
				,'полный текст сообщения об ошибке: '
				,CAST(ERROR_MESSAGE() as varchar(max))
				,'&lt;/fullText&gt;'
				,char(10)
				,'&lt;/error&gt;'
			)

			--ЛОГИРОВАНИЕ-----------------------------------------------------------
			exec OTZ.dbo.prc_E_log 
				 @USERNAME	= @USERNAME_NOW
				,@PRC_NAME	= @PRC_NAME_NOW
				,@RUN_ID	= 1
				,@STEP		= -1 --в случае ошибки, чтоб можно было легко найти
				,@COMMENT	= @TEXT_LOG
				,@LEVEL		= 0
				,@PARENT	= 0
			------------------------------------------------------------------------
		end catch
	end
end
[/code]
",""
281,"[code:]sql[:code]use OTZ
go


--select OTZ.dbo.fnc_E_concatDate(getdate() + 1, getdate())

-----------------------------------------------------------------------
--> автор			: Ежов Д.А.
--> дата создания	: 2016-11-29 14:09
--> описание		: функция склеивает две даты и  берет дату из первой, время из второй
------------------------------------------------------------------------
CREATE FUNCTION [dbo].fnc_E_concatDate
(
    @param1 datetime,
	@param2 datetime
)
RETURNS datetime
AS
BEGIN

	return	convert
		(
		datetime, 
		left (convert(varchar, @param1, 120), 10) 
			+ ' ' + 
		right (convert(varchar, @param2, 120), 8), 
		120
		)

END

[/code]",""
282,"[code:]groovy[:code]
package ru.ezhov

import groovy.sql.Sql
import java.util.regex.*

/**
 *
 * @author ezhov_da
 */
class ParserQueryUser {
    
    private static def PATTERN_STRING_BASIC = '([Ff][Rr][Oo][Mm] {1,}(\\[?\\w+\\]?\\.?){0,2}\\[?[А-яа-я\\w]+\\]?)|([Jj][Oo][Ii][Nn] {1,}(\\[?\\w+\\]?\\.?){0,2}\\[?[А-яа-я\\w]+\\]?)'
    private static def PATTERN_STRING_REMOVE = '[Ff][Rr][Oo][Mm] +|[Jj][Oo][Ii][Nn] +'
    
    private static def PATTERN_CLASS = Pattern.compile(PATTERN_STRING_BASIC)
    
    public static void main(String[] args)
    {
        //подключаем dll
        ActiveLibraryPath.setLibraryPath('''E:/java_library/jdbc_drivers_sql/mssql/auth/x64''')
        def parser = new ParserQueryUser()
        parser.execute()
    }
    
    void execute(){
        //настраиваем подключения
        def url = 'jdbc:sqlserver://;servername=OTZ-prod1;integratedSecurity=true'
        def driver = 'com.microsoft.sqlserver.jdbc.SQLServerDriver'
        def sql = Sql.newInstance(url,driver)

        def lastUser = null
        
        def List<UserQuery> usersHashSet = new ArrayList()
        //получаем данные
        sql.query('''
            select 
                    * 
            from OTZ.dbo.T_E_activeUserSessionsLog 
            where 
                    sqlscript is not null 
                    and 
                    login !='' 
                    and 
                    local_net_address is not null 
            order by login
            '''){ resultSet ->
            
            def Set setUserLoginTables;
            while (resultSet.next()) {
                def login = resultSet.getString('login')
                def sqlscript = resultSet.getString('sqlscript')
                
                if (lastUser != login){

                    if (lastUser != null){
                        usersHashSet << new UserQuery(lastUser, setUserLoginTables)
                    }
                    setUserLoginTables = new HashSet() 
                    lastUser = login
                }
                
                def mapScriptForUser = parseSqlScript(sqlscript)
                setUserLoginTables = setUserLoginTables + mapScriptForUser
            }
        }

        def c = {
            it.printObject()
        }
        
        usersHashSet.each(c)        
        
        def deleteQuery = 'delete from OTZ.dbo.T_E_userTablesUse'
        sql.execute deleteQuery
        
        
        def insertQuery = 'INSERT INTO OTZ.dbo.T_E_userTablesUse (login, tableName) VALUES (?,?)'
        
        def insertClosure = {
            def String username = it.user
            def tables =  it.mapQuery
            
            sql.withBatch(10, insertQuery)  {
                ps ->
                for(String table : tables){
                    println(""вносим строку: [пользователь - ${username}] [таблица - ${table}]"")
                    def params = [username, table]
                    ps.addBatch(params)
                }
            }
            
        }
        usersHashSet.each(insertClosure)   
        
        sql.close()
    }
    
    Set parseSqlScript(def sqlScript){
        def Matcher matches = PATTERN_CLASS.matcher(sqlScript);
  
        def Set mySet = new HashSet()
        
        def String findString
        while (matches.find()){
            findString = matches.group()
            findString = findString.replaceAll(PATTERN_STRING_REMOVE, """")
            mySet << findString.trim()
        }
        return mySet
    }
}

class UserQuery{
    private String user                      
    private Set mapQuery
    
    UserQuery(String user, Set mapQuery){
        this.user = user;
        this.mapQuery = mapQuery;
    }
    
    void printObject(){
        println(user + ' -> ')
        mapQuery.each({
                print('\t')
                println(""${it}"")
            })
    }
}


[/code]

[code:]groovy[:code]

package ru.ezhov

import java.lang.reflect.Field;
import java.util.logging.Level;
import java.util.logging.Logger;

public class ActiveLibraryPath
{
    private static final Logger LOG = Logger.getLogger(ActiveLibraryPath.class.getName());

    static final synchronized void setLibraryPath(String path)
    {
        try
        {
            System.setProperty(""java.library.path"", path);
            Field fieldSysPath = ClassLoader.class.getDeclaredField(""sys_paths"");
            fieldSysPath.setAccessible(true);
            fieldSysPath.set(null, null);
        } catch (Exception ex)
        {
            LOG.log(Level.SEVERE, ""error load library path"", ex);
        }
    }
}

[/code]",""
283,"<pre>C:\jdk1.8.0_05/bin/java -jar ""E:\_own_repository_data\java\trunk\parser_query_user\dist\parser_query_user.jar""</pre>",""
285,"","http://paweloczadly.github.io/dev/2014/09/23/groovy-reading-and-writing-to-properties-file"
284,"[code:]java[:code]package ru.ezhov.test.noui;

import java.text.MessageFormat;
import java.util.ArrayList;
import java.util.List;
import java.util.logging.Logger;
import java.util.stream.Stream;

/**
 *
 * @author ezhov_da
 */
public class TreatmentLinks
{
    private static final Logger LOG = Logger.getLogger(TreatmentLinks.class.getName());

    private static String TEST_TEXT = ""http://docs.groovy-lang.org/latest/html/documentation/index.html#_named_arguments---это просто описание;""
            + ""http://groovy-lang.org/databases.html---а это просто WTF;""
            + ""http://groovy-lang.org/databases.html---ха, вот так муть );""
            + ""https://habrahabr.ru/company/acronis/blog/209226/---шняга;""
            + ""https://habrahabr.ru/post/152815/---ыыыыыыыыыыыыыыыыыы;""
            + ""https://habrahabr.ru/post/152815/"";

    public static void main(String[] args)
    {
        String[] array = TEST_TEXT.trim().split("";"");

        List&lt;Link&gt; listLinks = new ArrayList();
        Stream.of(array).forEach(str -&gt;
        {

            String[] link = str.trim().split(""---"");

            if (link.length &gt; 1)
            {
                listLinks.add(new Link(link[0], link[1]));
            } else if (link.length == 1)
            {
                listLinks.add(new Link(link[0], link[0]));
            } else if (link.length == 0)
            {
                listLinks.add(new Link("""", """"));
            }
        });

        System.out.println(createLinks(listLinks));

    }


    private static String createLinks(List&lt;Link&gt; listLinks)
    {
        String template = ""&lt;a href=\""{0}\""&gt;{1}&lt;/a&gt;&lt;br&gt;\n"";
        StringBuilder sb = new StringBuilder();
        listLinks.forEach(link -&gt;
        {
            sb.append(MessageFormat.format(template, link.getLink(), link.getDescription()));
        });

        return sb.toString();
    }


    private static class Link
    {
        private String link;
        private String description;

        public Link(String link, String description)
        {
            this.link = link;
            this.description = description;
        }

        public String getLink()
        {
            return link;
        }

        public String getDescription()
        {
            return description;
        }

    }

}

[/code]",""
286,"","https://www.ibm.com/developerworks/ru/library/j-jtp09196/"
336,"[code:]sql[:code]SELECT 
	STRTOK('12/4/2016','/',3) || '-' ||	
	SUBSTR('00'||STRTOK('12/4/2016','/',2),LENGTH('00'||STRTOK('12/4/2016','/',2)) - 1,2) || '-' ||
	SUBSTR('00'||STRTOK('12/4/2016','/',1),LENGTH('00'||STRTOK('12/4/2016','/',1)) - 1,2) AS D

[/code]",""
291,"[code:]java[:code]
    private Point calculateCenterCircleSmall(int sizeCircle, Point center, double angle)
    {
        //x0,y0 - центр, a - угол, r - радиус.
        int radius = sizeCircle / 2;
        int x = (int) (center.x + radius * Math.cos(Math.toRadians(angle)));
        int y = (int) (center.y + radius * Math.sin(Math.toRadians(angle)));
        return new Point(x, y);
    }

[/code]",""
292,"[code:]vba[:code]
'ОТПРАВЛЯЕМ ПОЧТУ<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
If (textForSend <> """") Then
	Dim o_Mess, v_Conf
	v_Conf = ""http://schemas.microsoft.com/cdo/configuration/""
	Set o_Mess = CreateObject(""CDO.Message"")
	With o_Mess
		.To = ""ezhova_ma@magnit.ru"" 'куда отправляем
		.From = ""ezhova_ma@magnit.ru"" 'имя отправителя + Email
		.SUBJECT = SUBJECT 'Тема письма
		.TextBody = textForSend 'Сообщение
		.TextBodyPart.Charset = ""windows-1251"" 'русская кодировка
		With .Configuration.Fields
			.Item(v_Conf & ""sendusing"") = 2 'без использования каталога Server Exchange
			.Item(v_Conf & ""smtpserver"") = ""mail.tander.ru"" 'Адрес SMTP-сервера
			.Item(v_Conf & ""smtpauthenticate"") = 1 'Тип авторизации
			.Item(v_Conf & ""sendusername"") = LOGIN 'здесь имя пользователя без @
			.Item(v_Conf & ""sendpassword"") = PASS  'пароль
			.Item(v_Conf & ""smtpserverport"") = 25 'порт (альтернативный - 465)
			.Item(v_Conf & ""smtpusessl"") = False 'использовать ли шифрованое подключение SSL
			.Item(v_Conf & ""smtpconnectiontimeout"") = 60 'Время до завершения повторных попыток подключения
			.Update
		End With
		.send
	End With
	Set o_Mess = Nothing
 End If
[/code]",""
293,"http://docs.groovy-lang.org/latest/html/api/groovy/util/Eval.html
[code:]groovy[:code]
def ids = ""[10, 1, 9]""
def l = Eval.me(ids)
[/code]","http://stackoverflow.com/questions/15125003/convert-string-variable-to-a-list-groovy"
335,"<a href=""http://pythontutor.ru/lessons/inout_and_arithmetic_operations/"">http://pythontutor.ru/lessons/inout_and_arithmetic_operations/</a>",""
337,"https://msdn.microsoft.com/ru-ru/library/ms378956%28v=sql.110%29.aspx","https://msdn.microsoft.com/ru-ru/library/ms378526%28v=sql.110%29.aspx"
373,"","https://java-swing-tips.blogspot.ru/2008/12/jlabel-star-rating-bar.html"
374,"Если меню отображается некорректно. необходимо инициализировать через:
[code:]LANG[:code]
            JXComboBox comboBox = new JXComboBox();
            comboBox.setRenderer(new LSR());
            comboBox.setModel(new DefaultComboBoxModel(entys));
            comboBox.revalidate();
[/code]",""
334,"[code:]SQL[:code]select 
	text
from syscomments
where text like '%_____________%'
[/code]",""
287,"<p><a href=""http://www.ibm.com/developerworks/ru/library/j-groovy09299/"">http://www.ibm.com/developerworks/ru/library/j-groovy09299/</a></p>
<p><a href = ""http://www.oracle.com/technetwork/systems/ts-5098-1-159011.pdf"">http://www.oracle.com/technetwork/systems/ts-5098-1-159011.pdf</p>",""
294,"[code:]vb[:code]
'МЕНЯТЬ ЗДЕСЬ**************************************
Dim PASS
PASS = ""_____________________""

'**************************************************

Dim LOGIN
LOGIN = ""ezhov_da""


Dim NAME_BOOK
NAME_BOOK = ""E:\Макрос Контроль мед. осмотра 1 письмо за 30 дней.xlsm""

Dim NAME_SHEET
NAME_SHEET = ""Общий Файл Контроля""

Dim SUBJECT = ""Прохождение МедОсмотров сотрудниками Столовой ГК""

'**************************************************

Dim xlsApp
Dim wb
Dim ws
Dim textForSend

Set xlsApp = CreateObject(""Excel.Application"")
xlsApp.DisplayAlerts = False
Set wb = xlsApp.Workbooks.Open(NAME_BOOK)
Set ws = wb.Worksheets(NAME_SHEET)

    Dim i
    i = 5
    
    Dim header
    header = 4
       
    Dim colMax
    colMax = 30
    
    Dim column
    Dim fioNow
    
    Dim text14
    text14 = """"
    Dim text30
    text30 = """"
    
    Do While (ws.Cells(i, 2) <> """")
        fioNow = ws.Cells(i, 2)
        Dim col
        col = 6
        Do While (col <= colMax)
            Dim val
            val = ws.Cells(i, col)
            If (val <> """") Then
                Dim nowPlus30
                nowPlus30 = Now + 30
                If (val > Now And val < nowPlus30) Then
                    text14 = text14 & fioNow & "" - "" & Trim(ws.Cells(header, col - 1)) & Chr(13)
                ElseIf (val < Now) Then
                    text30 = text30 & fioNow & "" - "" & Trim(ws.Cells(header, col - 1)) & Chr(13)
                End If
            End If
            col = col + 2
        Loop
    i = i + 1
    Loop

wb.Close
xlsApp.Quit

Set wb = Nothing
Set xlsApp = Nothing

'ОТПРАВЛЯЕМ ПОЧТУ<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<


Dim text
text = _
	""Добрый день,"" & chr(13) & _
	""Прилагаю перечень сотрудников, которым необходимо по истечении 14 дней"" & chr(13) & _
	""пройти следующих специалистов/сдать анализы:"" & chr(13) & chr(13)  & _
	text14 & chr(13) & chr(13)  & _
	""Перечень сотрудников,у которых период прохождения специалистов/сдачи анализов"" & chr(13) & _
	""были окончены:"" & chr(13) & chr(13)  & _
	text30 & chr(13) & _
	""Спасибо""

If (text <> """") Then
	Dim o_Mess, v_Conf
	v_Conf = ""http://schemas.microsoft.com/cdo/configuration/""
	Set o_Mess = CreateObject(""CDO.Message"")
	With o_Mess
		.To = LOGIN & ""@magnit.ru"" & "";ezhova_ma@magnit.ru"" 'куда отправляем
		.From = LOGIN & ""@magnit.ru"" 'имя отправителя + Email
		.SUBJECT = SUBJECT 'Тема письма
		.TextBody = text 'Сообщение
		.TextBodyPart.Charset = ""windows-1251"" 'русская кодировка
		With .Configuration.Fields
			.Item(v_Conf & ""sendusing"") = 2 'без использования каталога Server Exchange
			.Item(v_Conf & ""smtpserver"") = ""mail.tander.ru"" 'Адрес SMTP-сервера
			.Item(v_Conf & ""smtpauthenticate"") = 1 'Тип авторизации
			.Item(v_Conf & ""sendusername"") = LOGIN 'здесь имя пользователя без @
			.Item(v_Conf & ""sendpassword"") = PASS  'пароль
			.Item(v_Conf & ""smtpserverport"") = 25 'порт (альтернативный - 465)
			.Item(v_Conf & ""smtpusessl"") = False 'использовать ли шифрованое подключение SSL
			.Item(v_Conf & ""smtpconnectiontimeout"") = 60 'Время до завершения повторных попыток подключения
			.Update
		End With
		.send
	End With
	Set o_Mess = Nothing
 End If


[/code]",""
